SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
350	WORMS:1058864	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira agrestis (Reeve, 1860)	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002b)	Meluniu agrestis Reeve, 186	Pachychilidae	Unaccepted (original combination)	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
351	WORMS:1058863	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira circumstriata (Metcalfe, 1851)	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002b)	Melania circumstriata Metcalfe, 1851	Pachychilidae	Unaccepted (original combination) 	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
352	WORMS:740329	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira infracostata (Mousson, 1849)	Not Evaluated 	Freshwater	Köhler and Dames (2009)	Sulcospira infracostata	Pachychilidae		1756242	Sabah and Sarawak	2009	https://doi.org/10.1111/j.1096-3642.2009.00541.x	https://academic.oup.com/zoolinnean/article/157/4/679/2732022	Köhler, F., & Dames, C. (2009). Phylogeny and systematics of the pachychilidae of mainland south-east asia - Novel insights from morphology and mitochondrial DNA (Mollusca, Caenogastropoda, Cerithioidea). Zoological Journal of the Linnean Society, 157(4), 679–699.
353	WORMS:740329	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira infracostata (Mousson, 1849)	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002b)	Melania pontificalis von dem Busch, 1853	Pachychilidae	Unaccepted (junior synonym)	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
354	WORMS:1067049	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira pageli (Thiele, 1908)	Endangered	Freshwater	Köhler and Glaubrecht (2002b)	Melania (Brotia) pageli Thiele, 1908	Pachychilidae	Unaccepted (original combination)	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
355	WORMS:1067049	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira pageli (Thiele, 1908)	Endangered	Freshwater	Köhler and Glaubrecht (2001)	Brotia pageli (Thiele, 1908)	Pachychilidae	Unaccepted	1733039	Sabah	2001	https://doi.org/10.1093/mollus/67.3.281	https://academic.oup.com/mollus/article/67/3/281/994474	Köhler, F., & Glaubrecht, M. (2001). Toward a systematic revision of the Southeast Asian freshwater gastropod Brotia H. Adams, 1866 (Cerithioidea: Pachychilidae): An account of species from around the South China Sea. Journal of Molluscan Studies, 67(3), 281–318. 
356	WORMS:1067049	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira pageli (Thiele, 1908)	Endangered	Freshwater	Köhler et al. (2004)	Brotia pageli (Thiele, 1908)	Pachychilidae	Unaccepted	1733039	Sabah	2004	https://doi.org/10.1111/j.0014-3820.2004.tb01599.x	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0014-3820.2004.tb01599.x	Köhler, Frank, Von Rintelen, T., Meyer, A., & Glaubrecht, M. (2004). Multiple origin of viviparity in Southeast Asian gastropods (Cerithioidea: Pachychilidae) and its evolutionary implications. Evolution, 58(10), 2215–2226.
357	WORMS:1067049	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira pageli (Thiele, 1908)	Endangered	Freshwater	Ng et al. (2017)	Sulcospira pageli (Thiele, 1908)	Pachychilidae		1733039	Sabah	2017	https://doi.org/10.3897/zookeys.673.12544	https://zookeys.pensoft.net/articles.php?id=12544	Ng, T. H., Dulipat, J., Foon, J. K., Lopes-Lima, M., Zieritz, A., & Liew, T. S. (2017). A preliminary checklist of the freshwater snails of Sabah (Malaysian Borneo) deposited in the BORNEENSIS collection, Universiti Malaysia Sabah. ZooKeys, 673, 105–123. 
358	WORMS:1067223	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira provisoria (Brot, 1881)	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002b)	Melania provisoria Brot, 1881	Pachychilidae	Unaccepted (original combination)	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
359	WORMS:766814	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira schmidti (Martens, 1908)	Not Evaluated 	Freshwater	Hamli et al. (2020b)	Sulcospira schmidti	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.3923/sjsres.2020.23.27	https://scialert.net/abstract/?doi=sjsres.2020.23.27	Hamli, H., Azmai, S. H. S., Hamed, S. A., & Al-Asif, A. (2020b). Diversity and habitat characteristics of local freshwater Gastropoda (Caenogastropoda) from Sarawak, Malaysia. Singapore Journal of Scientific Research, 10(1), 23–27. 
360	WORMS:766814	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira schmidti (Martens, 1908)	Not Evaluated 	Freshwater	Hamli et al. (2020c)	Sulcospira schmidti	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.21315/tlsr2020.31.2.7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470478/	Hamli, H., Hamed, N. A., Azmai, S. H. S., & Idris, M. H. (2020c). Conchology variations in species identification of pachychilidae (Mollusca, gastropoda, cerithiodea) through multivariate analysis. Tropical Life Sciences Research, 31(2), 145–158. 
361	WORMS:716910	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira testudinaria (von dem Busch, 1842)	Not Evaluated 	Freshwater	Hamli et al. (2020b)	Sulcospira testudinaria	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.3923/sjsres.2020.23.27	https://scialert.net/abstract/?doi=sjsres.2020.23.27	Hamli, H., Azmai, S. H. S., Hamed, S. A., & Al-Asif, A. (2020b). Diversity and habitat characteristics of local freshwater Gastropoda (Caenogastropoda) from Sarawak, Malaysia. Singapore Journal of Scientific Research, 10(1), 23–27. 
362	WORMS:716910	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira testudinaria (von dem Busch, 1842)	Not Evaluated 	Freshwater	Hamli et al. (2020c)	Sulcospira testudinaria	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.21315/tlsr2020.31.2.7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470478/	Hamli, H., Hamed, N. A., Azmai, S. H. S., & Idris, M. H. (2020c). Conchology variations in species identification of pachychilidae (Mollusca, gastropoda, cerithiodea) through multivariate analysis. Tropical Life Sciences Research, 31(2), 145–158. 
363	WORMS:740938	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Tylomelania helmuti von Rintelen & Glaubrecht, 2003	Not Evaluated 	Freshwater	Hamli et al. (2013)	Tylomelania helmuti (Von Rintelen and Glaubrecht, 2003)	Pachychilidae 		1733038	Sarawak	2013	https://doi.org/10.3923/jfas.2013.412.418	https://scialert.net/abstract/?doi=jfas.2013.412.418	Hamli, H., Idris, M. H., Abu Hena, M. K., Wong, S. K., & Arshad, A. (2013). Checklist and habitat descriptions of edible gastropods from Sarawak, Malaysia. Journal of Fisheries and Aquatic Science, 8(2), 412–418.
364	WORMS:738540	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Tylomelania sp.1 P. Sarasin & F. Sarasin, 1897	Not Evaluated 	Freshwater	Hamli et al. (2020b)	Tylomelania sp.	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.3923/sjsres.2020.23.27	https://scialert.net/abstract/?doi=sjsres.2020.23.27	Hamli, H., Azmai, S. H. S., Hamed, S. A., & Al-Asif, A. (2020b). Diversity and habitat characteristics of local freshwater Gastropoda (Caenogastropoda) from Sarawak, Malaysia. Singapore Journal of Scientific Research, 10(1), 23–27. 
365	WORMS:738540	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Tylomelania sp.1 P. Sarasin & F. Sarasin, 1897	Not Evaluated 	Freshwater	Hamli et al. (2020c)	Tylomelania sp.	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.21315/tlsr2020.31.2.7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470478/	Hamli, H., Hamed, N. A., Azmai, S. H. S., & Idris, M. H. (2020c). Conchology variations in species identification of pachychilidae (Mollusca, gastropoda, cerithiodea) through multivariate analysis. Tropical Life Sciences Research, 31(2), 145–158. 
366	WORMS:1327011	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Paludomidae	Paludomus everetti E.A. Smith, 1894	Not Evaluated 	Freshwater	Ng et al. (2017)	Paludomus everetti E.A. Smith, 1894	Paludomidae		1733039	Sabah	2017	https://doi.org/10.3897/zookeys.673.12544	https://zookeys.pensoft.net/articles.php?id=12544	Ng, T. H., Dulipat, J., Foon, J. K., Lopes-Lima, M., Zieritz, A., & Liew, T. S. (2017). A preliminary checklist of the freshwater snails of Sabah (Malaysian Borneo) deposited in the BORNEENSIS collection, Universiti Malaysia Sabah. ZooKeys, 673, 105–123. 
367	WORMS:1331693	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Paludomidae	Paludomus lutea H. Adams, 1874	Not Evaluated 	Freshwater	Ng et al. (2017)	Paludomus luteus H. Adams, 1874	Paludomidae	Unaccepted (incorrect gender of species epithet)	1733039	Sabah	2017	https://doi.org/10.3897/zookeys.673.12544	https://zookeys.pensoft.net/articles.php?id=12544	Ng, T. H., Dulipat, J., Foon, J. K., Lopes-Lima, M., Zieritz, A., & Liew, T. S. (2017). A preliminary checklist of the freshwater snails of Sabah (Malaysian Borneo) deposited in the BORNEENSIS collection, Universiti Malaysia Sabah. ZooKeys, 673, 105–123. 
368	WORMS:138312	Animalia	Mollusca	Gastropoda	Patellogastropoda	Patelloidea	Patellidae	Patella sp.1 Linnaeus, 1758	Not Evaluated	Marine	Shabdin et al. (2014)	Patella sp.			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
369	WORMS:476478	Animalia	Mollusca	Gastropoda	Littorinimorpha	Tonnoidea	Personidae	Distorsio decussata (Valenciennes, 1832)	Not Evaluated	Marine	Wong and Arshad (2011)	Distorsio decussata (Valenciennes, 1832)	Ranellidae	FamilyChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
370	WORMS:234093	Animalia	Mollusca	Gastropoda	Hygrophila	Lymnaeoidea	Physidae	Physella acuta (Draparnaud, 1805)	Least Concern	Freshwater	Ng et al. (2017)	Physella acuta (Draparnaud, 1805)	Physidae		1733039	Sabah	2017	https://doi.org/10.3897/zookeys.673.12544	https://zookeys.pensoft.net/articles.php?id=12544	Ng, T. H., Dulipat, J., Foon, J. K., Lopes-Lima, M., Zieritz, A., & Liew, T. S. (2017). A preliminary checklist of the freshwater snails of Sabah (Malaysian Borneo) deposited in the BORNEENSIS collection, Universiti Malaysia Sabah. ZooKeys, 673, 105–123. 
371	WORMS:419981	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Pisaniidae	Solenosteira cancellaria (Conrad, 1846)	Not Evaluated	Marine	Al-Asif et al. (2020)	Solenosteira cancellaria	Buccinidae	FamilyChanged	1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
372	WORMS:217065	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Pisaniidae	Pollia undosa (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cantharus undosus (Linnaeus, 1758)	Buccinidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
373	WORMS:531549	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Philine angasi (Crosse, 1865)	Not Evaluated	Marine	Yusop (2014)	Philine angasi (Crosse and Fischer, 1865)	Planaxidae	WrongAuthorName	1737486	Bintulu	2014		http://discoverylib.upm.edu.my/discovery/Record/556747	Yusop, Y. (2014). Distribution and Diversity of Gastropods from Bintulu Rocky shore. Universiti Putra Malaysia.
374	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Yusop (2014)	Planaxis sulcatus (Born, 1778)	Planaxidae		1737486	Bintulu	2014		http://discoverylib.upm.edu.my/discovery/Record/556747	Yusop, Y. (2014). Distribution and Diversity of Gastropods from Bintulu Rocky shore. Universiti Putra Malaysia.
375	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Shabdin et al. (2014)	Planaxis sulcatus			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
376	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Hamli et al. (2012a)	Planaxis sulcatus	Planaxidae		1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
377	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Hamli et al. (2013)	Planaxis sulcatus (Born, 1778)	Planaxide		1733038	Sarawak	2013	https://doi.org/10.3923/jfas.2013.412.418	https://scialert.net/abstract/?doi=jfas.2013.412.418	Hamli, H., Idris, M. H., Abu Hena, M. K., Wong, S. K., & Arshad, A. (2013). Checklist and habitat descriptions of edible gastropods from Sarawak, Malaysia. Journal of Fisheries and Aquatic Science, 8(2), 412–418.
378	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Abu Hena et al. (2016)	Planaxis sulcatus			1743770	Sibuti	2016		https://www.researchgate.net/publication/309589750_Diversity_of_Macro-benthos_in_the_Mangrove_Forest_of_Kuala_Sibuti_Miri_Sarawak	Abu Hena, M. K., Idris, M. H., Khairul, R. M. Y., Bhuiyan, M. K. A., Hoque, N., & Kumar, U. (2016). Diversity of macro-benthos in the mangrove forest of Kuala Sibuti, Miri, Sarawak. Malaysia International Biology Symposium (i-SIMBIOMAS 2016).
379	WORMS:216719	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinoidea 	Planaxidae	Planaxis sulcatus (Born, 1778)	Not Evaluated	Marine	Matsumoto et al. (2017)	Planaxis sulcatus	Planaxidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
380	WORMS:215141	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Potamididae	Cerithidea obtusa (Lamarck, 1822)	Not Evaluated	Marine	Abu Hena et al. (2016)	Cerithidea obtuse			1743770	Sibuti	2016		https://www.researchgate.net/publication/309589750_Diversity_of_Macro-benthos_in_the_Mangrove_Forest_of_Kuala_Sibuti_Miri_Sarawak	Abu Hena, M. K., Idris, M. H., Khairul, R. M. Y., Bhuiyan, M. K. A., Hoque, N., & Kumar, U. (2016). Diversity of macro-benthos in the mangrove forest of Kuala Sibuti, Miri, Sarawak. Malaysia International Biology Symposium (i-SIMBIOMAS 2016).
381	WORMS:215141	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Potamididae	Cerithidea obtusa (Lamarck, 1822)	Not Evaluated	Marine	Hamli et al. (2013)	Cerithidea obtusa (Lamarck, 1822)	Potamididae		1733038	Sarawak	2013	https://doi.org/10.3923/jfas.2013.412.418	https://scialert.net/abstract/?doi=jfas.2013.412.418	Hamli, H., Idris, M. H., Abu Hena, M. K., Wong, S. K., & Arshad, A. (2013). Checklist and habitat descriptions of edible gastropods from Sarawak, Malaysia. Journal of Fisheries and Aquatic Science, 8(2), 412–418.
382	WORMS:215141	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Potamididae	Cerithidea obtusa (Lamarck, 1822)	Not Evaluated	Marine	Hamli et al. (2012a)	Cerithidea obtusa	Potamididae		1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
